issuekey	days	death	priority	issuetype	reporterrep	no_fixversion	no_issuelink	no_affectversion
MAPREDUCE-3475	1197	1	3	1	1.0	1	0	1
MAPREDUCE-4286	996	1	3	1	3.0	1	0	1
MAPREDUCE-434	2645	1	4	4	1.0	1	3	0
MAPREDUCE-4390	0	1	3	1	1.0	1	0	1
MAPREDUCE-4391	0	1	3	1	1.0	1	0	1
MAPREDUCE-4392	1	1	3	1	1.0	2	0	1
MAPREDUCE-4395	12	1	2	1	1.0	2	0	1
MAPREDUCE-4396	162	1	4	1	2.0	1	0	1
MAPREDUCE-4397	169	1	3	4	2.0	1	0	0
MAPREDUCE-4399	15	1	3	1	2.0	1	0	2
MAPREDUCE-4400	20	1	3	1	2.0	1	3	2
MAPREDUCE-4402	2	1	3	1	2.0	2	0	1
MAPREDUCE-4406	11	1	3	1	1.0	1	2	0
MAPREDUCE-4407	11	1	3	1	1.0	1	1	0
MAPREDUCE-4408	48	1	3	4	2.0	3	2	2
MAPREDUCE-4415	14	1	3	4	1.0	1	0	1
MAPREDUCE-4416	2	1	2	1	2.0	1	0	2
MAPREDUCE-4417	16	1	3	2	2.0	1	1	1
MAPREDUCE-4419	3	1	3	1	1.0	2	0	2
MAPREDUCE-4421	448	1	3	5	3.0	1	4	1
MAPREDUCE-4422	7	1	3	4	3.0	1	0	1
MAPREDUCE-4431	945	1	4	4	1.0	1	0	0
MAPREDUCE-4520	186	1	3	2	3.0	1	2	0
MAPREDUCE-4742	868	1	5	1	2.0	1	0	3
MAPREDUCE-4815	839	1	3	4	2.0	1	2	3
MAPREDUCE-4879	729	1	3	1	1.0	1	1	2
MAPREDUCE-4882	872	1	3	1	1.0	1	0	2
MAPREDUCE-4974	70	1	3	4	1.0	1	0	1
MAPREDUCE-5036	782	1	3	4	1.0	1	1	1
MAPREDUCE-5067	683	1	4	1	3.0	1	0	1
MAPREDUCE-5116	392	1	3	2	1.0	0	0	0
MAPREDUCE-5118	392	1	3	5	2.0	0	0	0
MAPREDUCE-5143	322	1	4	1	1.0	0	1	2
MAPREDUCE-5151	0	1	3	1	3.0	1	1	0
MAPREDUCE-5152	2	1	3	1	2.0	1	2	1
MAPREDUCE-5154	14	1	3	1	2.0	1	0	1
MAPREDUCE-5156	34	1	1	5	1.0	1	2	0
MAPREDUCE-5157	21	1	3	5	1.0	1	3	0
MAPREDUCE-5158	9	1	3	1	1.0	1	0	1
MAPREDUCE-5159	21	1	3	5	1.0	1	3	0
MAPREDUCE-5160	21	1	3	5	1.0	1	3	0
MAPREDUCE-5163	0	1	3	1	3.0	1	1	0
MAPREDUCE-5164	147	1	3	1	1.0	1	0	1
MAPREDUCE-5166	6	1	1	1	1.0	2	1	2
MAPREDUCE-5167	7	1	3	1	3.0	1	1	0
MAPREDUCE-5168	25	1	2	1	2.0	1	0	1
MAPREDUCE-5169	5	1	3	1	3.0	1	0	1
MAPREDUCE-5170	159	1	5	1	1.0	1	0	1
MAPREDUCE-5433	0	1	4	4	1.0	0	0	0
MAPREDUCE-5522	2	1	4	1	1.0	1	0	3
MAPREDUCE-5606	549	1	2	1	1.0	0	0	1
MAPREDUCE-5697	498	1	2	1	1.0	0	0	1
MAPREDUCE-5716	483	1	2	1	1.0	0	0	1
MAPREDUCE-5720	0	1	3	1	1.0	0	0	1
MAPREDUCE-5721	350	1	3	1	1.0	0	0	1
MAPREDUCE-5820	4	1	2	1	1.0	0	0	1
MAPREDUCE-5987	19	1	4	5	1.0	0	0	0
MAPREDUCE-6032	4	1	3	1	1.0	1	1	3
MAPREDUCE-6137	108	1	1	1	1.0	0	0	1
MAPREDUCE-6138	0	1	1	1	1.0	0	0	1
MAPREDUCE-6177	5	1	5	1	1.0	1	0	1
MAPREDUCE-6203	58	1	4	1	1.0	0	0	1
MAPREDUCE-6410	19	1	2	1	1.0	1	0	1
MAPREDUCE-6485	13	1	2	1	1.0	1	0	3
MAPREDUCE-6519	14	1	3	3	3.0	0	2	0
MAPREDUCE-6523	0	1	3	3	4.0	0	3	0
MAPREDUCE-778	878	1	3	2	1.0	1	3	2
MAPREDUCE-781	58	1	3	4	1.0	1	0	1
MAPREDUCE-883	1822	1	4	4	1.0	1	0	0
MARMOTTA-10	29	1	3	5	1.0	0	1	0
MARMOTTA-109	8	1	3	3	3.0	1	1	1
MARMOTTA-114	19	1	3	5	3.0	1	0	1
MARMOTTA-116	9	1	2	1	3.0	1	0	1
MARMOTTA-12	33	1	1	5	1.0	1	2	0
MARMOTTA-126	0	1	1	3	3.0	1	2	1
MARMOTTA-13	55	1	3	3	1.0	1	1	0
MARMOTTA-132	2	1	4	1	3.0	1	1	1
MARMOTTA-133	2	1	3	4	3.0	1	1	1
MARMOTTA-134	2	1	1	1	3.0	1	0	1
MARMOTTA-135	175	1	4	4	3.0	1	0	2
MARMOTTA-136	0	1	3	4	3.0	1	0	1
MARMOTTA-138	2	1	3	4	3.0	1	1	1
MARMOTTA-144	0	1	1	1	3.0	1	0	1
MARMOTTA-145	167	1	3	2	3.0	1	3	2
MARMOTTA-148	0	1	2	3	3.0	1	2	1
MARMOTTA-149	183	1	3	3	3.0	1	2	1
MARMOTTA-15	0	1	4	3	1.0	0	1	0
MARMOTTA-151	0	1	2	1	3.0	1	0	1
MARMOTTA-153	3	1	4	1	3.0	1	0	1
MARMOTTA-154	124	1	4	1	3.0	1	0	1
MARMOTTA-17	21	1	3	4	1.0	0	0	1
MARMOTTA-174	0	1	5	1	3.0	1	0	1
MARMOTTA-179	0	1	1	1	3.0	1	0	1
MARMOTTA-194	0	1	2	1	3.0	1	0	1
MARMOTTA-2	67	1	3	5	1.0	1	0	0
MARMOTTA-20	0	1	3	5	3.0	1	0	0
MARMOTTA-203	72	1	3	1	3.0	0	0	0
MARMOTTA-204	91	1	3	1	3.0	1	0	1
MARMOTTA-205	145	1	3	1	1.0	1	2	1
MARMOTTA-206	4	1	5	1	1.0	1	0	1
MARMOTTA-21	230	1	4	5	2.0	1	0	0
MARMOTTA-211	1	1	4	3	3.0	1	0	1
MARMOTTA-212	5	1	4	2	3.0	1	0	0
MARMOTTA-214	125	1	4	1	3.0	1	1	1
MARMOTTA-22	10	1	3	1	3.0	1	1	0
MARMOTTA-224	120	1	2	1	3.0	0	1	0
MARMOTTA-227	0	1	4	1	3.0	1	0	1
MARMOTTA-233	60	1	3	4	3.0	1	1	1
MARMOTTA-238	308	1	4	4	3.0	1	3	1
MARMOTTA-24	437	1	3	3	2.0	1	4	2
MARMOTTA-246	48	1	2	3	3.0	1	0	1
MARMOTTA-247	100	1	4	1	3.0	1	3	1
MARMOTTA-248	191	1	5	1	3.0	2	1	1
MARMOTTA-249	103	1	5	5	3.0	1	1	1
MARMOTTA-25	2	1	3	3	3.0	1	0	0
MARMOTTA-253	97	1	5	1	3.0	1	0	1
MARMOTTA-257	208	1	2	1	3.0	1	0	2
MARMOTTA-26	420	1	3	5	3.0	1	0	1
MARMOTTA-263	6	1	2	1	3.0	0	1	0
MARMOTTA-27	420	1	3	5	3.0	1	1	1
MARMOTTA-272	3	1	3	1	3.0	1	0	1
MARMOTTA-288	0	1	4	1	3.0	1	0	1
MARMOTTA-289	0	1	5	1	3.0	1	0	1
MARMOTTA-290	0	1	4	1	3.0	1	2	1
MARMOTTA-291	0	1	3	2	3.0	1	4	1
MARMOTTA-293	11	1	4	4	3.0	1	1	1
MARMOTTA-294	56	1	3	1	3.0	1	3	1
MARMOTTA-295	56	1	3	1	3.0	1	3	1
MARMOTTA-296	56	1	4	4	3.0	1	2	1
MARMOTTA-297	10	1	2	1	3.0	1	1	1
MARMOTTA-298	0	1	1	1	3.0	1	0	1
MARMOTTA-299	0	1	1	1	2.0	1	0	1
MARMOTTA-301	3	1	2	3	3.0	1	0	1
MARMOTTA-31	4	1	3	1	3.0	1	1	1
MARMOTTA-326	410	1	3	3	3.0	1	2	1
MARMOTTA-343	43	1	3	3	3.0	0	1	0
MARMOTTA-356	0	1	3	2	3.0	1	1	1
MARMOTTA-36	5	1	3	3	3.0	1	1	1
MARMOTTA-368	14	1	2	1	3.0	1	1	1
MARMOTTA-376	0	1	4	4	3.0	1	1	1
MARMOTTA-392	10	1	4	1	1.0	1	0	0
MARMOTTA-407	0	1	5	1	3.0	2	1	1
MARMOTTA-410	0	1	4	1	3.0	1	0	1
MARMOTTA-422	3	1	4	4	3.0	1	0	1
MARMOTTA-423	3	1	4	4	3.0	1	2	1
MARMOTTA-431	0	1	4	4	3.0	1	1	1
MARMOTTA-44	0	1	4	2	3.0	1	0	1
MARMOTTA-440	28	1	3	5	3.0	1	2	1
MARMOTTA-443	21	1	4	3	3.0	1	2	0
MARMOTTA-444	317	1	3	2	3.0	1	2	1
MARMOTTA-449	8	1	3	5	3.0	1	0	0
MARMOTTA-45	2	1	4	2	3.0	1	1	1
MARMOTTA-46	0	1	2	1	3.0	1	0	1
MARMOTTA-466	4	1	2	1	3.0	1	1	0
MARMOTTA-480	1	1	1	5	3.0	1	3	0
MARMOTTA-482	0	1	4	1	3.0	1	0	0
MARMOTTA-487	0	1	3	3	3.0	1	1	0
MARMOTTA-488	401	1	3	3	3.0	1	3	0
MARMOTTA-489	204	1	3	1	3.0	1	1	1
MARMOTTA-49	0	1	3	1	3.0	1	0	0
MARMOTTA-50	0	1	3	3	3.0	1	0	0
MARMOTTA-502	0	1	5	1	1.0	1	0	1
MARMOTTA-508	103	1	3	5	3.0	1	2	2
MARMOTTA-514	113	1	3	1	3.0	1	1	1
MARMOTTA-529	0	1	5	1	3.0	1	0	1
MARMOTTA-530	61	1	3	5	3.0	1	0	1
MARMOTTA-531	0	1	3	5	3.0	1	2	1
MARMOTTA-539	55	1	4	5	3.0	1	0	0
MARMOTTA-544	0	1	4	4	3.0	1	1	0
MARMOTTA-551	0	1	5	1	3.0	1	0	1
MARMOTTA-553	0	1	4	1	3.0	1	0	1
MARMOTTA-554	22	1	4	1	3.0	1	0	0
MARMOTTA-562	0	1	4	4	3.0	1	0	1
MARMOTTA-578	0	1	3	1	3.0	2	0	1
MARMOTTA-6	74	1	4	3	1.0	0	0	0
MARMOTTA-609	1	1	2	1	3.0	1	1	0
MARMOTTA-618	0	1	5	1	1.0	1	0	1
MARMOTTA-62	0	1	4	5	3.0	1	0	1
MARMOTTA-64	4	1	4	4	1.0	1	3	0
MARMOTTA-7	29	1	2	3	1.0	0	0	0
MARMOTTA-71	0	1	4	1	3.0	0	0	0
MARMOTTA-73	0	1	5	5	3.0	0	0	1
MARMOTTA-75	0	1	4	3	3.0	1	0	1
MARMOTTA-8	2	1	3	5	1.0	1	0	0
MARMOTTA-9	21	1	3	5	1.0	1	0	0
MARMOTTA-98	0	1	2	3	3.0	1	0	1
MASSEMBLY-122	766	1	3	4	2.0	1	0	1
MASSEMBLY-343	2260	1	3	5	1.0	1	1	1
MASSEMBLY-357	2231	1	3	1	2.0	1	1	1
MASSEMBLY-371	1430	1	3	1	1.0	1	0	2
MASSEMBLY-395	2076	1	3	1	1.0	1	3	1
MASSEMBLY-399	1324	1	3	1	1.0	1	1	1
MASSEMBLY-407	1273	1	3	1	1.0	1	0	2
MASSEMBLY-458	1748	1	3	1	1.0	1	0	1
MASSEMBLY-474	1714	1	3	1	1.0	2	0	1
MASSEMBLY-478	1705	1	3	1	1.0	1	1	1
MASSEMBLY-479	1660	1	3	4	1.0	1	1	0
MASSEMBLY-495	1501	1	3	1	1.0	1	1	1
MASSEMBLY-523	1448	1	4	1	1.0	1	0	1
MASSEMBLY-530	1426	1	3	4	1.0	1	0	1
MASSEMBLY-533	1428	1	2	1	1.0	1	3	1
MASSEMBLY-543	1356	1	3	1	1.0	1	1	0
MASSEMBLY-554	1307	1	3	1	1.0	1	4	1
MASSEMBLY-557	1269	1	2	1	1.0	1	0	1
MASSEMBLY-558	1295	1	3	1	1.0	1	1	1
MASSEMBLY-559	1232	1	3	1	1.0	1	0	1
MASSEMBLY-563	1186	1	3	1	1.0	1	0	1
MASSEMBLY-565	1213	1	3	1	1.0	1	1	1
MASSEMBLY-569	1176	1	5	1	1.0	1	0	1
MASSEMBLY-576	1127	1	1	1	1.0	1	1	1
MASSEMBLY-577	1125	1	3	1	1.0	1	0	1
MASSEMBLY-578	1116	1	3	1	1.0	1	1	1
MASSEMBLY-579	1097	1	3	1	1.0	1	4	2
MASSEMBLY-580	1112	1	3	1	1.0	1	0	1
MASSEMBLY-582	1070	1	3	1	1.0	1	1	1
MASSEMBLY-583	1077	1	3	1	1.0	1	1	1
MASSEMBLY-597	1036	1	3	1	1.0	1	2	1
MASSEMBLY-601	984	1	3	1	1.0	1	0	1
MASSEMBLY-605	915	1	3	1	1.0	1	0	2
MASSEMBLY-609	911	1	1	1	1.0	1	0	1
MASSEMBLY-615	860	1	4	1	1.0	1	0	1
MASSEMBLY-619	839	1	4	1	1.0	1	0	2
MASSEMBLY-622	794	1	2	1	1.0	1	0	1
MASSEMBLY-638	641	1	3	4	1.0	1	0	1
MASSEMBLY-640	653	1	3	1	1.0	1	2	1
MASSEMBLY-641	636	1	3	1	1.0	1	0	1
MASSEMBLY-648	627	1	4	1	1.0	1	0	1
MASSEMBLY-75	3125	1	3	1	1.0	1	1	1
MASSEMBLY-96	2365	1	3	1	2.0	1	1	1
MATH-235	1314	1	4	2	1.0	1	1	1
MATH-405	0	1	3	1	1.0	0	0	1
MATH-406	0	1	3	1	2.0	0	0	1
MATH-675	55	1	4	2	1.0	1	0	1
MATH-810	11	1	5	5	1.0	1	0	0
MATH-811	258	1	3	4	1.0	1	0	1
MATH-812	5	1	3	1	1.0	1	0	1
MATH-813	0	1	3	1	1.0	1	1	1
MATH-915	0	1	1	1	3.0	1	0	0
MATH-916	0	1	1	1	3.0	1	0	0
MATH-968	20	1	4	2	1.0	1	0	1
MCHANGELOG-100	1291	1	3	3	1.0	1	0	1
MCHANGELOG-40	15	1	3	3	4.0	1	0	0
MCHANGELOG-68	2038	1	3	1	1.0	1	1	1
MCHANGES-266	947	1	2	1	1.0	1	1	0
MCHANGES-46	2346	1	3	4	1.0	1	0	0
MCHECKSTYLE-121	903	1	3	3	1.0	1	0	0
MCHECKSTYLE-126	1754	1	4	1	1.0	1	2	1
MCHECKSTYLE-148	1367	1	3	4	1.0	1	0	0
MCHECKSTYLE-190	311	1	3	1	1.0	1	1	1
MCHECKSTYLE-49	20	1	3	3	3.0	0	0	0
MCHECKSTYLE-70	2740	1	4	4	1.0	1	1	1
MCLEAN-47	1335	1	3	1	1.0	1	0	1
MCOMPILER-120	1777	1	3	1	1.0	1	1	1
MCOMPILER-157	1172	1	3	1	1.0	1	3	1
MCOMPILER-159	1141	1	4	4	1.0	1	1	1
MCOMPILER-38	21	1	3	4	2.0	1	0	1
MCOMPILER-99	1066	1	3	1	1.0	1	0	1
MDEP-109	2598	1	3	1	1.0	1	0	1
MDEP-122	1784	1	4	1	1.0	1	4	1
MDEP-124	1777	1	3	1	1.0	1	1	0
MDEP-128	1958	1	3	4	1.0	1	0	1
MDEP-173	1547	1	3	4	1.0	1	1	1
MDEP-176	1529	1	3	1	1.0	1	2	1
MDEP-205	1292	1	3	1	1.0	1	1	1
MDEP-210	1272	1	3	2	1.0	1	2	0
MDEP-227	1722	1	3	3	1.0	1	0	1
MDEP-242	1797	1	3	1	1.0	1	2	1
MDEP-30	11	1	3	3	4.0	0	1	1
MDEP-341	999	1	3	1	1.0	1	0	2
MDEP-357	0	1	3	4	4.0	1	1	0
MDEP-397	615	1	3	1	1.0	1	0	1
MDEPLOY-68	2132	1	3	1	1.0	1	1	1
MEAR-169	144	1	3	4	1.0	1	0	1
MEAR-32	26	1	3	3	3.0	1	0	1
MEAR-88	1966	1	5	4	1.0	1	0	0
MECLIPSE-125	14	1	3	4	3.0	1	0	1
MECLIPSE-697	1294	1	3	4	1.0	1	0	0
MECLIPSE-738	770	1	5	1	1.0	1	0	1
MEJB-17	137	1	3	3	2.0	1	0	0
MEJB-28	2514	1	4	1	1.0	1	0	1
MEJB-50	1387	1	4	1	1.0	1	0	1
MEJB-52	1156	1	3	1	1.0	1	1	1
MENFORCER-42	1908	1	3	1	1.0	1	4	2
MENFORCER-74	1458	1	3	2	1.0	1	0	1
MENFORCER-75	1458	1	3	2	1.0	1	0	1
MENFORCER-83	1385	1	3	4	1.0	1	1	1
MESOS-1187	697	1	3	1	1.0	3	4	0
MESOS-148	470	1	3	1	1.0	1	0	1
MESOS-149	309	1	3	4	1.0	1	0	1
MESOS-1839	36	1	4	1	1.0	1	0	0
MESOS-186	867	1	3	4	1.0	1	0	0
MESOS-2208	0	1	3	4	1.0	0	0	0
MESOS-221	384	1	3	4	1.0	1	0	0
MESOS-222	329	1	3	1	1.0	1	0	1
MESOS-2224	270	1	4	3	1.0	1	0	1
MESOS-223	329	1	3	1	1.0	1	0	1
MESOS-224	329	1	3	1	1.0	1	0	1
MESOS-225	259	1	3	1	1.0	0	0	0
MESOS-226	259	1	3	1	1.0	0	0	0
MESOS-227	384	1	3	1	1.0	0	0	0
MESOS-229	317	1	3	1	1.0	1	1	1
MESOS-230	370	1	3	1	3.0	0	0	0
MESOS-231	244	1	3	1	3.0	0	0	0
MESOS-2335	23	1	3	4	1.0	0	0	0
MESOS-236	360	1	3	1	3.0	0	0	0
MESOS-2475	1356	1	3	3	2.0	1	1	0
MESOS-2476	1356	1	3	3	2.0	1	0	0
MESOS-2477	1356	1	3	3	2.0	1	0	0
MESOS-2591	37	1	4	4	1.0	0	0	0
MESOS-3037	66	1	3	4	2.0	1	2	1
MESOS-3261	11	1	3	1	1.0	1	0	0
MESOS-33	93	1	3	1	1.0	0	1	0
MESOS-3344	9	1	3	1	2.0	1	0	1
MESOS-34	637	1	3	1	1.0	1	0	1
MESOS-343	638	1	4	5	1.0	1	4	0
MESOS-35	92	1	3	1	1.0	0	0	0
MESOS-3552	1153	1	3	3	1.0	1	4	0
MESOS-3595	1146	1	3	1	2.0	1	0	1
MESOS-3758	1133	1	3	3	1.0	0	0	0
MESOS-4071	1087	1	3	1	3.0	3	4	1
MESOS-436	43	1	3	1	2.0	1	0	0
MESOS-437	53	1	3	1	2.0	1	0	0
MESOS-440	26	1	3	1	1.0	1	0	0
MESOS-441	51	1	3	1	2.0	1	0	0
MESOS-556	466	1	2	5	1.0	0	0	0
MESOS-64	0	1	4	1	1.0	0	0	0
MESOS-90	194	1	3	3	1.0	0	0	0
METRON-38	0	1	3	4	1.0	0	0	0
MGPG-31	1555	1	4	4	1.0	1	2	1
MINSTALL-27	27	1	3	3	1.0	0	1	0
MINSTALL-39	2197	1	3	4	1.0	1	2	1
MINSTALL-52	1878	1	3	2	1.0	1	1	1
MJAR-135	1833	1	3	1	1.0	1	0	1
MJAR-151	961	1	1	1	1.0	1	0	1
MJARSIGNER-9	1936	1	3	3	2.0	1	3	0
MJAVADOC-3	90	1	4	1	1.0	1	0	0
MJAVADOC-347	984	1	3	1	1.0	1	0	1
MJAVADOC-365	537	1	3	1	1.0	1	0	1
MJAVADOC-79	44	1	3	3	3.0	1	0	0
MNG-1678	1119	1	3	4	1.0	0	1	2
MNG-1958	3338	1	3	4	1.0	1	3	0
MNG-1987	172	1	3	5	1.0	0	0	0
MNG-2123	730	1	3	1	1.0	1	4	3
MNG-2199	3956	1	3	5	1.0	1	1	1
MNG-2203	421	1	3	1	1.0	0	0	2
MNG-2294	484	1	3	1	1.0	0	0	1
MNG-2315	2738	1	2	2	1.0	1	2	1
MNG-2393	140	1	3	3	1.0	1	0	0
MNG-2570	2843	1	3	4	1.0	1	4	2
MNG-3526	2092	1	3	4	1.0	1	2	1
MNG-3891	2211	1	3	4	1.0	1	4	1
MNG-3954	1986	1	3	3	3.0	1	0	1
MNG-4099	1757	1	5	4	2.0	1	2	1
MNG-4226	1784	1	3	4	1.0	1	2	0
MNG-4565	1573	1	3	1	1.0	1	4	2
MNG-5056	1399	1	2	1	1.0	1	1	1
MNG-5145	1269	1	2	1	1.0	1	1	1
MNG-5188	1179	1	3	1	1.0	1	1	1
MPDF-29	933	1	3	4	1.0	1	0	1
MPH-17	6	1	3	3	3.0	0	0	0
MPIR-147	1307	1	3	1	1.0	1	0	1
MPIR-182	1635	1	4	4	1.0	1	4	1
MPIR-242	967	1	4	1	1.0	1	0	1
MPIR-247	911	1	3	1	1.0	1	2	1
MPIR-263	722	1	3	4	1.0	1	3	1
MPIR-50	27	1	3	3	1.0	1	0	0
MPLUGIN-23	7	1	3	3	4.0	0	0	0
MPLUGIN-56	2230	1	3	4	1.0	1	4	0
MPMD-129	1412	1	3	4	1.0	1	0	0
MPMD-156	0	1	3	3	1.0	1	1	1
MPMD-165	632	1	3	1	1.0	1	1	1
MPMD-34	67	1	3	3	3.0	0	0	0
MPMD-80	1724	1	4	4	1.0	1	2	1
MPMD-89	1580	1	3	2	1.0	1	1	1
MRAR-12	28	1	3	3	2.0	0	0	0
MRAR-15	1982	1	3	4	2.0	1	1	1
MRAR-21	1708	1	3	1	1.0	1	0	1
MRAR-22	1647	1	3	4	1.0	1	1	1
MRAR-31	0	1	3	3	1.0	1	1	1
MRELEASE-141	66	1	3	3	1.0	1	0	1
MRELEASE-186	2104	1	3	1	2.0	1	1	1
MRELEASE-260	1913	1	3	1	1.0	1	2	1
MRELEASE-415	1369	1	3	1	1.0	1	1	1
MRELEASE-420	1106	1	2	4	1.0	1	2	0
MRELEASE-459	1175	1	3	1	1.0	1	0	2
MRELEASE-552	1798	1	4	4	1.0	1	0	1
MRELEASE-555	1794	1	3	1	1.0	1	1	1
MRELEASE-611	1626	1	4	1	1.0	1	1	1
MRELEASE-679	1431	1	2	1	1.0	1	0	1
MRELEASE-834	714	1	3	1	1.0	1	0	1
MRESOURCES-23	21	1	3	3	2.0	0	1	0
MRM-1030	1388	1	3	4	1.0	1	1	1
MRM-1089	1839	1	3	2	1.0	1	0	1
MRM-1126	1720	1	3	4	1.0	1	0	2
MRM-1127	1818	1	4	1	1.0	1	0	1
MRM-1142	1296	1	3	4	3.0	1	0	1
MRM-1145	2036	1	3	1	1.0	1	0	1
MRM-117	30	1	3	2	1.0	1	0	1
MRM-1181	1763	1	4	1	1.0	1	1	1
MRM-1210	1751	1	3	4	1.0	1	0	1
MRM-1280	1803	1	3	1	3.0	1	0	0
MRM-130	2246	1	3	4	1.0	1	0	0
MRM-1311	1715	1	3	1	3.0	1	0	1
MRM-1359	1803	1	3	3	1.0	1	1	0
MRM-1390	1634	1	3	4	3.0	1	0	0
MRM-1450	1136	1	4	2	1.0	1	1	1
MRM-1486	1237	1	3	1	1.0	1	0	1
MRM-150	30	1	3	3	1.0	1	0	0
MRM-1639	6	1	3	5	1.0	1	0	1
MRM-164	21	1	3	4	4.0	1	0	0
MRM-1640	0	1	2	1	1.0	1	0	1
MRM-171	2	1	3	4	4.0	1	0	0
MRM-231	1	1	3	1	4.0	1	1	0
MRM-38	84	1	3	2	1.0	1	0	0
MRM-491	1840	1	3	4	1.0	1	1	1
MRM-526	1921	1	3	4	1.0	1	0	1
MRM-57	43	1	3	1	1.0	1	0	0
MRM-58	43	1	3	1	1.0	1	0	0
MRM-640	1742	1	3	1	1.0	1	0	0
MRM-648	1714	1	3	2	1.0	2	0	1
MRM-676	2140	1	3	2	1.0	1	1	0
MRM-68	7	1	3	3	1.0	1	0	0
MRM-69	6	1	3	3	1.0	1	0	0
MRM-70	20	1	3	3	1.0	1	0	1
MRM-709	1621	1	4	3	1.0	1	0	1
MRM-743	2174	1	3	4	1.0	1	1	0
MRM-75	180	1	3	3	1.0	1	0	1
MRM-770	2368	1	4	1	1.0	1	0	1
MRM-813	2342	1	3	1	1.0	1	1	2
MRM-83	217	1	3	3	1.0	1	0	1
MRM-837	2438	1	3	1	1.0	1	3	1
MRM-862	1564	1	3	4	4.0	1	0	0
MRM-863	1564	1	3	4	4.0	1	0	0
MRM-875	1512	1	3	2	1.0	1	1	0
MRM-887	2085	1	3	1	1.0	1	0	1
MRM-918	1484	1	4	2	1.0	1	0	1
MRM-935	2352	1	3	1	1.0	1	1	1
MRM-944	1492	1	3	4	1.0	1	0	1
MRM-947	1472	1	3	4	3.0	1	0	0
MRQL-12	23	1	3	4	4.0	1	0	1
MRQL-19	7	1	3	3	4.0	1	0	1
MRQL-20	0	1	3	3	4.0	1	0	1
MRQL-3	1	1	5	4	1.0	0	0	0
MRQL-39	3	1	2	3	4.0	1	0	1
MRQL-4	7	1	3	2	2.0	1	0	1
MRQL-40	0	1	2	1	4.0	1	0	1
MRQL-5	2	1	2	1	2.0	1	0	1
MRQL-8	3	1	4	4	3.0	1	0	1
MRQL-9	3	1	4	1	3.0	1	0	1
MRRESOURCES-63	0	1	5	3	1.0	1	1	1
MRUNIT-61	38	1	3	3	1.0	1	0	1
MRUNIT-66	28	1	4	4	1.0	1	0	1
MRUNIT-92	0	1	4	4	2.0	1	0	1
MRUNIT-99	0	1	3	1	3.0	1	0	1
MSHADE-144	22	1	5	3	1.0	1	0	1
MSHARED-104	1273	1	3	1	1.0	1	0	2
MSHARED-184	1374	1	3	3	1.0	1	0	1
MSHARED-242	759	1	3	1	4.0	1	0	0
MSHARED-257	709	1	3	5	1.0	1	0	1
MSHARED-261	855	1	3	1	1.0	1	0	0
MSHARED-274	640	1	3	1	1.0	1	0	0
MSHARED-284	1	1	4	4	1.0	1	0	0
MSHARED-99	1033	1	4	4	1.0	1	1	0
MSITE-121	2830	1	3	1	1.0	1	4	1
MSITE-158	21	1	3	3	3.0	0	0	0
MSITE-402	1021	1	3	1	1.0	1	4	1
MSITE-454	1955	1	3	4	1.0	1	3	0
MSITE-516	1333	1	2	4	1.0	1	4	1
MSKINS-81	662	1	3	1	2.0	1	2	2
MSOURCES-2	18	1	3	4	1.0	1	0	0
MSOURCES-45	1142	1	3	1	1.0	1	1	0
MSOURCES-50	1030	1	3	2	1.0	1	1	0
MSOURCES-60	0	1	3	1	4.0	1	1	0
MTOMCAT-1	963	1	3	4	1.0	1	0	0
MTOMCAT-113	2	1	4	4	1.0	1	0	0
MTOMCAT-114	0	1	3	4	4.0	1	0	0
MTOMCAT-115	3	1	4	4	1.0	1	1	1
MTOMCAT-14	2214	1	4	4	1.0	0	0	0
MTOMCAT-15	1722	1	4	4	1.0	1	0	0
MTOMCAT-166	0	1	3	1	1.0	1	1	1
MTOMCAT-167	0	1	3	4	1.0	1	0	1
MTOMCAT-19	961	1	3	4	2.0	1	0	1
MTOMCAT-2	1652	1	3	4	2.0	1	0	0
MTOMCAT-25	841	1	4	4	2.0	1	0	1
MTOMCAT-4	1142	1	4	4	2.0	1	0	0
MTOMCAT-41	631	1	3	4	2.0	1	0	1
MTOMCAT-43	753	1	4	4	1.0	1	1	1
MTOMCAT-45	609	1	3	1	3.0	1	0	0
MTOMCAT-47	1093	1	3	1	1.0	0	0	1
MTOMCAT-5	1722	1	4	4	1.0	1	0	0
MTOMCAT-51	519	1	3	4	3.0	1	0	0
MTOMCAT-52	519	1	3	4	3.0	1	0	0
MTOMCAT-63	343	1	3	4	1.0	1	0	1
MTOMCAT-64	342	1	3	4	1.0	1	0	1
MTOMCAT-65	342	1	3	4	4.0	1	0	0
MTOMCAT-67	336	1	3	5	1.0	1	0	1
MTOMCAT-68	333	1	3	5	4.0	1	0	0
MTOMCAT-70	330	1	3	2	1.0	1	0	1
MTOMCAT-78	180	1	3	4	4.0	1	0	0
MTOMCAT-93	48	1	3	3	2.0	1	0	0
MTOOLCHAINS-1	1836	1	3	4	1.0	1	1	1
MTOOLCHAINS-4	0	1	3	3	1.0	1	2	1
MUSE-10	8	1	2	3	1.0	0	0	0
MUSE-11	83	1	3	3	1.0	0	0	0
MUSE-114	73	1	3	4	3.0	1	0	1
MUSE-115	73	1	4	4	3.0	1	0	1
MUSE-197	26	1	3	1	3.0	1	0	1
