issuekey	start	end	is_dead	priority	is_assigned	issuetype	has_priority_change
HBASE-12542	0	958	0	2	1	1	0
HBASE-12542	958	959	1	2	0	1	0
HBASE-6651	0	63	0	4	0	1	0
HBASE-6651	63	67	0	4	1	1	0
HBASE-6651	67	1692	1	3	1	1	1
HBASE-4277	0	65	1	2	1	1	1
HBASE-2136	0	1	1	3	1	4	0
HBASE-3125	0	1328	1	4	0	2	0
HBASE-10430	0	1	1	4	1	4	0
HBASE-20412	0	398	0	3	0	1	0
HBASE-13598	0	1	0	4	0	4	0
HBASE-13598	1	4	1	4	1	4	0
HBASE-8225	0	4	1	4	1	1	0
HBASE-10347	0	2	0	3	0	7	0
HBASE-10347	2	13	0	3	1	7	0
HBASE-10347	13	36	1	3	1	7	0
HBASE-11145	0	133	1	2	1	1	1
HBASE-15580	0	643	1	3	1	4	0
HBASE-18577	0	19	1	2	1	1	0
HBASE-8300	0	3	1	3	0	1	0
HBASE-11739	0	4	1	3	1	7	0
HBASE-9241	0	3	0	3	0	7	0
HBASE-9241	3	28	1	3	1	7	0
HBASE-12349	0	984	0	3	0	7	0
HBASE-12349	984	1025	0	3	1	7	0
HBASE-12349	1025	1030	1	1	1	7	1
HBASE-8599	0	56	1	3	1	4	0
HBASE-15341	0	326	1	3	1	14	0
HBASE-21717	0	30	0	3	0	7	0
HBASE-21717	30	57	1	3	1	7	0
HBASE-409	0	2	1	5	0	5	0
HBASE-6772	0	174	0	3	0	4	0
HBASE-6772	174	285	0	3	1	4	0
HBASE-6772	285	328	0	3	0	4	0
HBASE-6772	328	2436	0	3	1	4	0
HBASE-21865	0	4	1	3	0	7	0
HBASE-8387	0	2217	0	3	0	1	0
HBASE-5781	0	1	0	3	1	1	0
HBASE-5781	1	2	1	2	1	1	1
HBASE-21017	0	18	0	3	0	7	0
HBASE-21017	18	22	1	3	1	7	0
HBASE-12120	0	1	0	3	0	1	0
HBASE-12120	1	2	1	3	1	1	0
HBASE-21642	0	1	1	3	1	4	0
HBASE-6117	0	32	0	3	1	1	0
HBASE-6117	32	37	1	3	1	1	0
HBASE-9897	0	2018	0	3	0	3	0
HBASE-15909	0	1	1	3	1	1	0
HBASE-302	0	2	1	4	0	1	0
HBASE-20574	0	369	0	3	0	4	0
HBASE-5459	0	2639	0	3	0	4	0
HBASE-757	0	1	1	3	0	1	0
HBASE-8470	0	1	1	3	1	4	0
HBASE-7389	0	24	1	3	1	7	0
HBASE-9738	0	1	0	3	0	1	0
HBASE-9738	1	537	1	2	0	1	1
HBASE-16057	0	1063	0	3	0	1	0
HBASE-1505	0	241	1	3	0	4	0
HBASE-2864	0	5	1	2	0	1	1
HBASE-13216	0	7	1	4	1	4	0
HBASE-5212	0	15	0	3	0	1	0
HBASE-5212	15	16	1	3	1	1	0
HBASE-5737	0	13	1	4	1	4	0
HBASE-13923	0	5	0	3	0	1	0
HBASE-13923	5	8	1	3	1	1	0
HBASE-13040	0	4	1	3	1	1	0
HBASE-18978	0	21	0	2	0	14	0
HBASE-18978	21	65	1	2	1	14	0
HBASE-866	0	2	0	3	0	1	0
HBASE-866	2	352	1	4	0	1	1
HBASE-9144	0	8	1	2	1	1	0
HBASE-19438	0	134	1	2	1	7	0
HBASE-15575	0	34	1	4	1	7	0
HBASE-20433	0	394	0	3	0	1	0
HBASE-20778	0	2	1	3	1	1	0
HBASE-2209	0	1	1	3	0	4	0
HBASE-16968	0	1	0	3	0	7	0
HBASE-16968	1	3	1	3	1	7	0
HBASE-4552	0	13	0	3	0	1	0
HBASE-4552	13	25	1	3	1	1	0
HBASE-11720	0	449	1	4	0	3	0
HBASE-5290	0	4	0	4	1	1	0
HBASE-5290	4	6	1	4	1	1	0
HBASE-8323	0	764	1	3	0	4	0
HBASE-8210	0	1	1	4	1	7	0
HBASE-13907	0	185	1	3	1	1	0
HBASE-21965	0	42	1	3	1	7	0
HBASE-12821	0	2	1	4	1	1	0
HBASE-21294	0	11	1	3	1	3	0
HBASE-9852	0	1	1	4	1	6	0
HBASE-306	0	60	0	4	0	1	0
HBASE-306	60	62	1	4	0	1	0
HBASE-14125	0	14	1	3	1	2	0
HBASE-6488	0	51	1	3	0	1	0
HBASE-2739	0	455	0	2	0	1	0
HBASE-2739	455	706	0	2	1	1	0
HBASE-2739	706	1527	0	2	0	1	0
HBASE-2739	1527	1597	0	2	1	1	0
HBASE-2739	1597	3256	0	2	0	1	0
HBASE-585	0	48	0	4	0	1	0
HBASE-585	48	71	0	4	1	1	0
HBASE-585	71	79	1	4	1	1	0
HBASE-11486	0	1772	0	4	0	2	0
HBASE-15547	0	1144	0	2	0	4	0
HBASE-5699	0	8	0	3	0	4	0
HBASE-5699	8	521	0	3	1	4	0
HBASE-5699	521	948	0	2	1	4	1
HBASE-5699	948	991	1	2	1	4	1
HBASE-18427	0	6	1	4	1	1	0
HBASE-15396	0	33	1	4	1	4	0
HBASE-5960	0	2564	0	4	0	4	0
HBASE-19943	0	24	1	3	1	7	0
HBASE-18989	0	11	1	3	1	7	0
HBASE-10164	0	2	1	3	0	4	0
HBASE-12769	0	277	0	4	0	4	0
HBASE-12769	277	303	1	4	1	4	0
HBASE-18688	0	1	1	3	1	3	0
HBASE-15995	0	211	0	3	0	7	0
HBASE-15995	211	360	1	3	1	7	0
HBASE-18279	0	688	0	5	1	4	1
HBASE-13653	0	2	1	3	1	1	0
HBASE-9140	0	2109	0	3	0	1	0
HBASE-8463	0	711	1	3	0	7	0
HBASE-9110	0	12	0	3	0	1	0
HBASE-9110	12	13	0	2	0	1	1
HBASE-9110	13	28	1	2	0	7	1
HBASE-3866	0	488	1	4	0	4	0
HBASE-8372	0	4	0	3	0	2	0
HBASE-8372	4	5	1	3	1	2	0
HBASE-15393	0	3	1	3	1	1	0
HBASE-17357	0	30	0	4	0	1	0
HBASE-17357	30	31	1	4	1	1	0
HBASE-17780	0	1	1	4	1	1	0
HBASE-4401	0	1305	1	3	1	7	0
HBASE-21891	0	42	1	4	0	1	0
HBASE-16326	0	2	0	3	0	1	0
HBASE-16326	2	38	0	5	0	1	1
HBASE-16326	38	76	1	5	1	1	1
HBASE-11220	0	7	1	4	1	4	0
HBASE-14310	0	1	1	4	1	6	0
HBASE-12136	0	2	1	3	1	1	0
HBASE-12660	0	1619	0	3	0	7	0
HBASE-16058	0	1	1	3	0	1	0
HBASE-7428	0	4	0	4	0	4	0
HBASE-7428	4	6	1	4	1	4	0
HBASE-19151	0	561	0	4	0	1	0
HBASE-19316	0	541	0	3	0	4	0
HBASE-8057	0	2	0	3	0	1	0
HBASE-8057	2	3	1	3	1	1	0
HBASE-5464	0	1	1	5	1	4	0
HBASE-16433	0	8	1	3	1	7	0
HBASE-9806	0	2036	0	3	1	6	0
HBASE-1444	0	139	1	3	0	3	0
HBASE-3101	0	8	1	3	1	1	0
HBASE-7427	0	20	1	3	1	2	0
HBASE-18877	0	12	1	3	1	3	0
HBASE-10915	0	60	1	3	1	7	0
HBASE-9591	0	2064	0	4	0	1	0
HBASE-12938	0	34	0	3	1	1	0
HBASE-12938	34	92	1	3	0	1	0
HBASE-20932	0	1	1	3	1	1	0
HBASE-5696	0	837	1	3	0	4	0
HBASE-21592	0	5	1	3	1	1	0
HBASE-10670	0	1	1	3	1	3	0
HBASE-21706	0	125	0	4	0	1	0
HBASE-3811	0	34	1	4	0	4	0
HBASE-1352	0	6	1	3	0	1	0
HBASE-1452	0	1838	1	4	0	1	0
HBASE-5515	0	11	1	3	1	2	0
HBASE-20165	0	4	1	3	1	7	0
HBASE-21608	0	2	1	3	1	1	0
HBASE-15335	0	43	0	3	0	7	0
HBASE-15335	43	284	0	3	1	7	0
HBASE-15335	284	377	0	3	0	7	0
HBASE-15335	377	1156	0	3	1	7	0
HBASE-15335	1156	1176	0	3	1	2	0
HBASE-8575	0	4	0	3	0	6	0
HBASE-8575	4	5	1	3	1	6	0
HBASE-12272	0	22	1	3	0	4	0
HBASE-245	0	3	1	3	0	1	0
HBASE-7544	0	319	1	3	1	2	0
HBASE-17122	0	909	0	3	0	1	0
HBASE-9054	0	46	1	3	0	1	0
HBASE-19927	0	1	0	3	0	7	0
HBASE-19927	1	4	1	3	1	7	0
HBASE-15472	0	15	1	4	1	1	0
HBASE-21076	0	3	1	3	1	6	0
HBASE-3270	0	1347	1	4	0	4	0
HBASE-8337	0	4	0	3	0	7	0
HBASE-8337	4	24	1	2	0	7	1
HBASE-10381	0	1942	0	3	0	1	0
HBASE-805	0	3	1	3	1	1	0
HBASE-5225	0	4	1	3	1	1	0
HBASE-12704	0	1	1	4	1	7	0
HBASE-5073	0	8	1	3	1	1	0
HBASE-251	0	52	0	3	0	1	0
HBASE-251	52	55	0	1	0	1	1
HBASE-251	55	57	1	1	1	1	1
HBASE-5584	0	52	1	3	1	4	0
HBASE-10842	0	1	1	4	1	4	0
HBASE-22274	0	27	0	4	1	1	0
HBASE-19678	0	501	0	4	1	4	0
HBASE-20884	0	3	1	3	1	3	0
HBASE-21576	0	43	1	3	0	1	0
HBASE-7009	0	34	1	3	1	7	0
HBASE-19002	0	11	0	3	0	7	0
HBASE-19002	11	12	0	4	0	7	1
HBASE-19002	12	27	1	4	1	7	1
HBASE-1279	0	45	1	3	1	1	0
HBASE-21478	0	1	0	3	1	4	0
HBASE-21478	1	183	0	4	1	4	1
HBASE-21605	0	153	0	2	0	3	0
HBASE-17236	0	64	1	3	1	7	0
HBASE-13027	0	2	1	1	1	1	0
HBASE-16243	0	1	1	3	1	1	0
HBASE-19622	0	5	1	3	1	7	0
HBASE-4858	0	279	1	4	0	1	0
HBASE-2681	0	120	1	4	0	4	0
HBASE-16473	0	996	0	3	1	14	0
HBASE-358	0	6	0	3	0	1	0
HBASE-358	6	14	1	3	0	1	0
HBASE-3892	0	24	1	3	0	1	0
HBASE-12345	0	247	1	3	1	7	0
HBASE-12939	0	1569	0	3	0	1	0
HBASE-13889	0	60	0	1	0	1	0
HBASE-13889	60	61	1	2	1	1	1
HBASE-11205	0	1	1	5	0	3	1
HBASE-7471	0	11	1	3	0	7	0
HBASE-2996	0	20	1	3	1	14	0
HBASE-4913	0	52	0	3	0	7	0
HBASE-4913	52	348	1	3	1	7	0
HBASE-8321	0	7	1	3	1	1	0
HBASE-17327	0	881	0	3	0	7	0
HBASE-11021	0	353	1	4	0	1	0
HBASE-22071	0	21	1	3	0	7	0
HBASE-10462	0	448	0	1	1	14	0
HBASE-10462	448	1242	0	3	1	14	1
HBASE-10462	1242	1283	0	2	1	14	1
HBASE-10462	1283	1310	1	1	1	14	1
HBASE-15405	0	39	1	4	1	1	0
HBASE-2322	0	33	1	1	1	1	0
HBASE-15081	0	1224	0	3	0	7	0
HBASE-10611	0	12	0	4	0	1	0
HBASE-10611	12	62	1	4	1	1	0
HBASE-20990	0	288	0	3	1	7	0
HBASE-5151	0	182	0	3	0	7	0
HBASE-5151	182	184	1	3	1	7	0
HBASE-16620	0	3	1	3	1	1	0
HBASE-16358	0	1	1	3	1	4	0
HBASE-11128	0	1	0	5	1	2	0
HBASE-11128	1	4	1	5	1	4	0
HBASE-6401	0	41	0	2	0	1	0
HBASE-6401	41	141	1	2	1	1	0
HBASE-6576	0	3	1	3	1	1	0
HBASE-8515	0	2198	0	3	0	1	0
HBASE-850	0	490	1	4	0	1	0
HBASE-13577	0	2	1	4	1	1	0
HBASE-16592	0	4	1	3	1	7	0
HBASE-2132	0	1	1	4	1	7	0
HBASE-15264	0	12	1	3	1	7	0
HBASE-616	0	428	1	3	0	1	0
HBASE-18431	0	4	0	1	0	1	1
HBASE-18431	4	11	0	1	1	1	1
HBASE-18431	11	26	1	1	1	1	1
HBASE-11471	0	1	0	3	0	7	0
HBASE-11471	1	11	1	3	1	7	0
HBASE-22145	0	45	0	3	1	1	0
HBASE-8408	0	107	1	3	1	7	0
HBASE-20074	0	2	1	3	1	1	0
HBASE-9723	0	2	1	4	1	1	0
HBASE-8000	0	9	0	3	0	7	0
HBASE-8000	9	238	1	3	1	7	0
HBASE-5899	0	1076	1	4	0	1	1
HBASE-7360	0	28	0	3	1	7	0
HBASE-7360	28	81	1	3	1	2	0
HBASE-19550	0	8	1	3	1	3	0
HBASE-1564	0	1	1	3	0	1	0
HBASE-13214	0	1	0	3	0	7	0
HBASE-13214	1	5	0	3	1	7	0
HBASE-13214	5	97	0	3	0	7	0
HBASE-13214	97	107	1	3	1	7	0
HBASE-7822	0	2	1	3	1	4	0
HBASE-21430	0	4	1	3	1	1	0
HBASE-5625	0	4	0	3	0	4	0
HBASE-5625	4	40	1	3	1	4	0
HBASE-9878	0	35	1	4	1	4	1
HBASE-8572	0	23	0	3	1	4	0
HBASE-8572	23	536	0	3	0	4	0
HBASE-8572	536	552	1	3	1	4	0
HBASE-19588	0	11	0	4	0	1	0
HBASE-19588	11	14	1	4	1	1	0
HBASE-16814	0	946	0	3	0	1	0
HBASE-7412	0	8	1	4	1	1	0
HBASE-16020	0	1066	0	3	1	7	0
HBASE-5600	0	2614	0	4	0	4	0
HBASE-17364	0	875	0	3	1	2	0
HBASE-20233	0	24	0	5	0	1	0
HBASE-20233	24	25	1	5	1	1	0
HBASE-19410	0	4	1	3	1	3	0
HBASE-11254	0	314	1	3	1	4	0
HBASE-6796	0	47	1	3	1	1	0
HBASE-8358	0	2220	0	3	0	2	0
HBASE-6930	0	720	0	3	0	1	0
HBASE-6930	720	1818	1	3	1	1	0
HBASE-2067	0	6	1	3	1	7	0
HBASE-14431	0	5	1	2	1	1	0
HBASE-564	0	2	1	4	0	1	0
HBASE-4058	0	2	0	3	0	4	0
HBASE-4058	2	5	0	3	1	4	0
HBASE-4058	5	24	0	3	0	4	0
HBASE-4058	24	262	1	3	1	4	0
HBASE-10048	0	14	1	4	1	4	0
HBASE-834	0	1	0	4	0	4	0
HBASE-834	1	13	0	4	1	4	0
HBASE-834	13	16	1	1	1	4	1
HBASE-7365	0	59	1	3	1	4	0
HBASE-19144	0	1	0	3	0	1	0
HBASE-19144	1	3	1	3	1	1	0
HBASE-370	0	3	1	5	0	1	0
HBASE-10184	0	1375	0	3	1	3	0
HBASE-10184	1375	1976	0	3	0	3	0
HBASE-20721	0	1	1	3	0	7	0
HBASE-1491	0	2	1	3	1	1	0
HBASE-3581	0	102	0	3	1	4	0
HBASE-3581	102	198	0	2	1	4	1
HBASE-3581	198	232	1	2	1	4	1
HBASE-21624	0	34	0	3	0	1	0
HBASE-21624	34	147	0	3	0	4	0
HBASE-13866	0	753	1	5	0	1	0
HBASE-7171	0	1110	0	3	0	4	0
HBASE-7171	1110	1117	1	3	1	4	0
HBASE-10451	0	28	1	2	1	1	1
HBASE-21039	0	9	0	3	0	7	0
HBASE-21039	9	277	0	3	1	7	0
HBASE-9969	0	2009	0	3	1	4	0
HBASE-11130	0	202	1	3	0	2	0
HBASE-1477	0	1805	1	3	0	1	0
HBASE-6058	0	514	1	4	1	4	0
HBASE-1220	0	13	1	3	0	1	0
HBASE-4015	0	38	0	2	0	7	0
HBASE-4015	38	45	0	1	0	7	1
HBASE-4015	45	79	1	1	1	7	1
HBASE-18449	0	1	1	4	1	1	0
HBASE-17782	0	1	1	3	1	3	0
HBASE-15682	0	79	1	3	1	1	0
HBASE-18006	0	19	1	2	0	1	0
HBASE-21733	0	13	1	3	1	1	0
HBASE-19035	0	9	0	3	0	1	0
HBASE-19035	9	41	1	3	1	1	0
HBASE-12601	0	10	1	4	1	4	0
HBASE-8999	0	1913	1	3	0	1	0
HBASE-18832	0	2	1	3	1	1	0
HBASE-11781	0	14	1	3	1	7	0
HBASE-18829	0	138	0	3	1	1	0
HBASE-18829	138	608	0	3	1	1	0
HBASE-8317	0	10	1	3	1	1	0
HBASE-15529	0	5	0	4	0	4	0
HBASE-15529	5	58	1	4	1	4	0
HBASE-15342	0	3	1	3	1	7	0
HBASE-18119	0	720	0	4	1	4	0
HBASE-2470	0	370	1	5	0	4	0
HBASE-1617	0	37	1	3	1	2	0
HBASE-7798	0	5	1	5	1	1	0
HBASE-21350	0	208	0	3	1	7	0
HBASE-17173	0	139	1	4	0	3	0
HBASE-2716	0	1	1	4	1	4	0
HBASE-13708	0	34	0	4	0	1	0
HBASE-13708	34	833	1	4	1	1	0
HBASE-17847	0	1	1	2	1	3	0
HBASE-10529	0	34	1	3	1	7	0
HBASE-8695	0	35	0	3	0	1	0
HBASE-8695	35	36	1	3	1	1	0
HBASE-4915	0	510	1	3	0	7	0
HBASE-792	0	173	0	3	0	1	0
HBASE-792	173	381	0	1	0	1	1
HBASE-792	381	858	1	1	1	1	1
HBASE-1894	0	1743	1	3	0	1	0
HBASE-11569	0	21	0	3	0	7	0
HBASE-11569	21	206	1	3	1	7	0
HBASE-11077	0	4	0	3	1	7	0
HBASE-11077	4	6	1	2	1	7	1
HBASE-4090	0	15	1	5	1	4	0
HBASE-20378	0	1	0	3	0	7	0
HBASE-20378	1	24	1	3	1	7	0
HBASE-21606	0	153	0	2	1	3	0
HBASE-14910	0	575	0	3	1	7	0
HBASE-14910	575	633	1	3	0	7	0
HBASE-11127	0	1835	0	3	0	4	0
HBASE-10710	0	1679	1	3	0	1	0
HBASE-12473	0	1644	0	4	0	4	0
HBASE-1837	0	2035	1	3	0	3	0
HBASE-14645	0	1305	0	3	0	1	0
HBASE-3219	0	1	1	3	0	1	0
HBASE-4473	0	7	0	4	0	1	0
HBASE-4473	7	10	1	4	1	1	0
HBASE-13556	0	796	1	3	0	1	0
HBASE-4971	0	4	1	4	1	4	0
HBASE-415	0	1	1	3	1	4	0
HBASE-9546	0	4	0	3	0	7	0
HBASE-9546	4	23	1	3	1	7	0
HBASE-13537	0	5	1	3	1	7	0
HBASE-17688	0	4	1	4	1	1	0
HBASE-6163	0	1051	1	4	1	4	0
HBASE-8280	0	290	1	4	1	1	0
HBASE-14497	0	2	0	3	0	1	0
HBASE-14497	2	11	1	3	1	1	0
HBASE-22265	0	29	0	4	0	13	0
HBASE-12565	0	11	1	3	0	1	0
HBASE-19492	0	8	1	3	1	4	0
HBASE-18761	0	10	0	4	0	1	0
HBASE-18761	10	618	0	4	1	1	0
HBASE-7756	0	1	1	3	1	1	0
HBASE-19109	0	566	0	3	0	2	0
HBASE-11757	0	1	0	3	0	4	0
HBASE-11757	1	3	1	3	1	4	0
HBASE-9079	0	9	0	3	0	1	0
HBASE-9079	9	10	1	3	1	1	0
HBASE-18875	0	3	1	3	1	2	0
HBASE-1347	0	6	0	4	0	4	0
HBASE-1347	6	8	1	4	1	4	0
HBASE-7370	0	1	1	2	1	1	1
HBASE-16747	0	29	1	3	1	7	0
HBASE-4392	0	2802	0	3	0	4	0
HBASE-8016	0	2262	0	3	0	5	0
HBASE-13451	0	10	0	3	1	4	0
HBASE-13451	10	60	1	3	1	7	0
HBASE-9026	0	2	1	4	0	1	0
HBASE-21869	0	94	0	4	0	4	0
HBASE-8101	0	1	1	3	0	7	0
HBASE-6581	0	374	0	3	0	14	0
HBASE-6581	374	397	0	3	1	14	0
HBASE-6581	397	491	0	2	1	14	1
HBASE-6581	491	1786	1	3	1	14	1
HBASE-1986	0	386	1	3	0	2	0
HBASE-8154	0	2248	0	3	1	6	0
HBASE-6212	0	7	1	4	0	2	0
HBASE-14781	0	1	1	3	1	1	0
HBASE-17380	0	870	0	5	1	4	0
HBASE-18309	0	122	0	3	0	4	0
HBASE-18309	122	274	0	3	1	4	0
HBASE-18309	274	276	1	3	1	4	0
HBASE-13569	0	26	0	4	0	1	0
HBASE-13569	26	49	1	4	0	7	0
HBASE-20354	0	1	1	1	1	7	0
HBASE-14738	0	207	0	3	1	3	0
HBASE-14738	207	1292	0	3	0	3	0
HBASE-17391	0	299	0	3	0	4	0
HBASE-17391	299	868	0	3	1	4	0
HBASE-12546	0	5	0	3	0	1	0
HBASE-12546	5	6	1	3	1	1	0
HBASE-13333	0	37	0	3	0	1	0
HBASE-13333	37	39	1	3	1	1	0
HBASE-12892	0	5	1	3	1	1	0
HBASE-14100	0	1	1	3	1	1	0
HBASE-13434	0	1499	0	3	0	2	0
HBASE-12039	0	3	0	3	1	1	0
HBASE-12039	3	16	1	4	1	1	1
HBASE-16401	0	89	0	2	0	4	0
HBASE-16401	89	364	0	1	0	4	1
HBASE-16401	364	1008	0	2	0	4	1
HBASE-17048	0	16	0	3	0	7	0
HBASE-17048	16	21	1	3	1	7	0
HBASE-17413	0	4	0	4	0	7	0
HBASE-17413	4	16	1	4	1	7	0
HBASE-15167	0	2	0	3	0	1	0
HBASE-15167	2	3	0	2	0	1	1
HBASE-15167	3	13	1	2	1	1	1
HBASE-20499	0	3	1	4	1	4	0
HBASE-5306	0	1	0	3	0	7	0
HBASE-5306	1	226	1	3	1	7	0
HBASE-16074	0	18	0	1	1	1	0
HBASE-16074	18	20	1	1	1	1	0
HBASE-20455	0	392	0	3	0	7	0
HBASE-14772	0	1	0	3	0	7	0
HBASE-14772	1	29	1	3	1	7	0
HBASE-16188	0	224	0	4	0	4	0
HBASE-16188	224	236	1	4	1	4	0
HBASE-16797	0	949	0	3	0	7	0
HBASE-105	0	1	1	1	0	1	0
HBASE-13060	0	1549	0	2	0	1	0
HBASE-6479	0	63	1	3	1	1	0
HBASE-1085	0	2031	1	3	0	3	0
HBASE-12275	0	182	0	3	0	4	0
HBASE-12275	182	1674	0	3	1	4	0
HBASE-3099	0	1376	1	3	0	1	0
HBASE-2961	0	7	1	3	0	1	0
HBASE-21610	0	4	1	4	1	1	0
HBASE-14043	0	788	1	5	0	1	0
HBASE-1283	0	2	1	4	0	4	0
HBASE-19456	0	4	0	3	1	1	0
HBASE-19456	4	6	1	3	1	1	0
HBASE-2185	0	3	1	3	0	4	0
HBASE-17709	0	3	0	4	0	1	0
HBASE-17709	3	807	0	4	1	1	0
HBASE-3130	0	331	0	3	0	1	0
HBASE-3130	331	345	1	3	1	1	0
HBASE-18357	0	2	0	3	0	1	0
HBASE-18357	2	128	0	3	1	1	0
HBASE-18357	128	129	1	3	1	1	0
HBASE-1448	0	7	1	2	1	2	0
HBASE-11497	0	1	0	3	0	4	0
HBASE-11497	1	4	1	3	1	4	0
HBASE-12144	0	44	1	4	1	4	0
HBASE-13083	0	1	1	3	1	1	0
HBASE-21727	0	21	1	4	1	7	1
HBASE-13142	0	3	1	3	1	4	0
HBASE-13531	0	24	0	3	0	7	0
HBASE-13531	24	27	1	3	1	7	0
HBASE-20475	0	17	1	3	1	1	0
HBASE-16297	0	337	1	4	1	7	0
HBASE-19317	0	1	1	3	1	1	0
HBASE-2044	0	1	1	3	1	1	0
HBASE-17943	0	2	1	3	1	1	0
HBASE-17337	0	22	1	3	1	7	0
HBASE-9216	0	6	1	4	1	1	0
HBASE-8327	0	13	1	4	1	1	0
HBASE-10084	0	12	1	3	1	1	0
HBASE-7161	0	2374	0	3	0	1	0
HBASE-10922	0	1	0	3	0	1	0
HBASE-10922	1	56	0	4	0	1	1
HBASE-10922	56	57	1	4	1	1	1
HBASE-14304	0	1360	0	3	0	1	0
HBASE-6206	0	8	1	4	1	7	0
HBASE-18697	0	1	0	3	0	7	0
HBASE-18697	1	9	1	3	1	7	0
HBASE-3693	0	2	1	3	1	4	0
HBASE-4926	0	1377	1	3	0	3	0
HBASE-8331	0	2225	0	3	0	1	0
HBASE-20751	0	7	1	3	1	7	0
HBASE-7942	0	86	1	2	1	7	1
HBASE-10177	0	476	1	3	0	1	0
HBASE-20838	0	9	1	3	1	6	0
HBASE-21517	0	1	1	3	1	3	0
HBASE-17490	0	847	0	3	0	1	0
HBASE-14651	0	1305	0	3	1	2	0
HBASE-1802	0	466	1	3	0	1	0
HBASE-14155	0	3	0	3	0	1	0
HBASE-14155	3	5	1	2	1	1	1
HBASE-15266	0	1188	0	4	0	2	0
HBASE-2832	0	1007	1	2	1	2	0
HBASE-22303	0	1	1	3	1	7	0
HBASE-6398	0	52	0	3	0	4	0
HBASE-6398	52	2494	0	3	1	4	0
HBASE-2872	0	40	1	3	0	1	0
HBASE-15168	0	770	1	2	0	14	0
HBASE-14150	0	20	1	3	1	2	0
HBASE-20509	0	381	0	5	1	4	0
HBASE-17747	0	7	1	3	1	4	0
HBASE-21502	0	156	1	5	1	3	0
HBASE-14648	0	6	1	2	0	7	1
HBASE-18428	0	2	1	3	1	7	0
HBASE-182	0	2	1	3	0	1	0
HBASE-21626	0	33	1	3	1	1	0
HBASE-16222	0	1037	0	4	0	1	0
HBASE-2673	0	1501	1	3	1	3	0
HBASE-3007	0	182	1	4	1	1	0
HBASE-6049	0	12	1	3	0	1	0
HBASE-19737	0	2	0	3	0	3	0
HBASE-19737	2	59	1	3	1	3	0
HBASE-6534	0	35	1	3	0	1	0
HBASE-13995	0	1	1	3	1	1	0
HBASE-11955	0	206	1	4	0	7	0
HBASE-18407	0	3	1	3	1	7	0
HBASE-17377	0	94	1	3	0	7	0
HBASE-18769	0	1	1	3	1	7	0
HBASE-2971	0	23	1	3	1	1	0
HBASE-14975	0	21	0	3	0	1	0
HBASE-14975	21	25	1	3	1	1	0
HBASE-14224	0	4	0	2	0	1	1
HBASE-14224	4	10	1	2	1	1	1
HBASE-17363	0	875	0	3	1	2	0
HBASE-13072	0	1	1	3	1	1	0
HBASE-7551	0	1	1	2	1	1	1
HBASE-12465	0	27	0	3	0	1	0
HBASE-12465	27	294	1	3	1	1	0
HBASE-10105	0	19	1	3	0	1	0
HBASE-7989	0	2264	0	3	0	1	0
HBASE-10419	0	25	1	4	1	4	0
HBASE-6099	0	704	1	3	0	7	0
HBASE-17715	0	806	0	3	1	3	0
HBASE-9857	0	202	0	4	0	4	0
HBASE-9857	202	205	1	4	1	4	0
HBASE-2274	0	5	1	3	1	7	0
HBASE-4820	0	12	1	4	1	4	0
HBASE-14534	0	68	0	4	0	3	0
HBASE-14534	68	75	1	4	1	3	0
HBASE-7189	0	2369	0	4	0	1	0
HBASE-10594	0	10	1	4	0	1	0
HBASE-20586	0	175	0	4	1	4	0
HBASE-20586	175	335	1	3	1	4	1
HBASE-20539	0	1	1	4	1	7	1
HBASE-20013	0	3	1	3	1	7	0
HBASE-21062	0	2	1	3	1	1	0
HBASE-14676	0	2	1	3	1	1	0
HBASE-4351	0	7	1	3	1	1	0
HBASE-14652	0	2	1	3	1	3	0
HBASE-4812	0	917	1	4	1	3	0
HBASE-17519	0	1	1	3	1	1	0
HBASE-6313	0	3	0	3	0	1	0
HBASE-6313	3	4	1	3	1	1	0
HBASE-20466	0	3	1	3	0	1	0
HBASE-394	0	4	0	4	0	1	0
HBASE-394	4	6	1	4	0	1	0
HBASE-18665	0	6	1	3	1	1	0
HBASE-4648	0	3	1	3	0	1	0
HBASE-8472	0	1	1	3	1	1	0
HBASE-18469	0	3	0	4	0	1	0
HBASE-18469	3	14	1	2	1	4	1
HBASE-2093	0	3	1	3	1	1	0
HBASE-14682	0	5	1	3	1	1	0
HBASE-17271	0	51	1	3	0	1	0
HBASE-5040	0	2	1	3	0	1	0
HBASE-12368	0	1661	0	4	1	4	0
HBASE-90	0	1	1	4	0	1	0
HBASE-19182	0	3	1	3	1	7	0
HBASE-2626	0	130	1	3	0	7	0
HBASE-22250	0	8	1	4	1	4	0
HBASE-20435	0	394	0	4	0	3	0
HBASE-15033	0	1240	0	3	1	3	0
HBASE-20315	0	5	0	3	0	3	0
HBASE-20315	5	413	0	2	0	3	1
HBASE-6113	0	2	1	3	1	1	0
HBASE-7209	0	777	1	3	0	1	0
HBASE-2098	0	60	0	4	1	7	1
HBASE-2098	60	125	1	4	0	7	1
HBASE-10304	0	6	1	1	1	1	0
HBASE-1581	0	1	1	3	0	1	0
HBASE-11571	0	35	0	3	0	7	0
HBASE-11571	35	224	1	3	1	7	0
HBASE-10151	0	1	1	3	1	2	0
HBASE-14554	0	1319	0	3	1	1	0
HBASE-15294	0	1182	0	3	1	3	0
